subject	article	doi	in_article
Biochemistry	PLoS_ONE_2009_Jun_23_4(6)_e6015	10.1371/journal.pone.0006015	3	
Biochemistry	PLoS_One_2011_May_25_6(5)_e20166	10.1371/journal.pone.0020166	4	
Biochemistry	PLoS_One-4-7-2704858	10.1371/journal.pone.0006214	4	
Biochemistry	PLoS_One_2010_Aug_31_5(8)_e12486	10.1371/journal.pone.0012486	2	
Biochemistry	PLoS_One_2010_Dec_13_5(12)_e15168	10.1371/journal.pone.0015168	1	
Biochemistry	PLoS_One_2010_Feb_16_5(2)_e9225	10.1371/journal.pone.0009225	3	
Biochemistry	PLoS_One-5-9-2942901	10.1371/journal.pone.0012830	1	
Biochemistry	PLoS_One_2009_Oct_26_4(10)_e7565	10.1371/journal.pone.0007565	5	
Biochemistry	PLoS_One_2009_Nov_11_4(11)_e7797	10.1371/journal.pone.0007797	0	
Biochemistry	PLoS_One_2010_Dec_13_5(12)_e15312	10.1371/journal.pone.0015312	5	
Biochemistry	PLoS_ONE-4-1-2613560	10.1371/journal.pone.0004164	1	
Biochemistry	PLoS_One_2011_May_13_6(5)_e19742	10.1371/journal.pone.0019742	1	
Biochemistry	PLoS_One-5-11-2972714	10.1371/journal.pone.0015412	2	
Biochemistry	PLoS_One_2011_Jun_10_6(6)_e21021	10.1371/journal.pone.0021021	7	
Biochemistry	PLoS_One_2011_May_20_6(5)_e20176	10.1371/journal.pone.0020176	5	
Biochemistry	PLoS_One_2011_Mar_2_6(3)_e17491	10.1371/journal.pone.0017491	4	
Biochemistry	PLoS_ONE_2008_Dec_15_3(12)_e3944	10.1371/journal.pone.0003944	3	
Biochemistry	PLoS_ONE_2009_May_18_4(5)_e5582	10.1371/journal.pone.0005582	7	
Biochemistry	PLoS_ONE-2-9-1959118	10.1371/journal.pone.0000820	0	
Biochemistry	PLoS_One-5-5-2873289	10.1371/journal.pone.0010679	4	
Biochemistry	PLoS_One-5-12-3002286	10.1371/journal.pone.0015579	3	
Biochemistry	PLoS_One_2011_May_2_6(5)_e18301	10.1371/journal.pone.0018301	2	
Biochemistry	PLoS_One_2010_Feb_18_5(2)_e8943	10.1371/journal.pone.0008943	4	
Biochemistry	PLoS_One_2011_Aug_22_6(8)_e23927	10.1371/journal.pone.0023927	11	
Biochemistry	PLoS_One_2010_Nov_30_5(11)_e15071	10.1371/journal.pone.0015071	3	
Biochemistry	PLoS_One_2011_Feb_17_6(2)_e17182	10.1371/journal.pone.0017182	5	
Biochemistry	PLoS_ONE_2009_Jun_16_4(6)_e5942	10.1371/journal.pone.0005942	4	
Biochemistry	PLoS_One_2011_Jan_20_6(1)_e14563	10.1371/journal.pone.0014563	3	
Biochemistry	PLoS_One-6-1-3016440	10.1371/journal.pone.0015816	2	
Biochemistry	PLoS_ONE_2007_Jun_27_2(6)_e561	10.1371/journal.pone.0000561	3	
Biochemistry	PLoS_One_2011_Feb_15_6(2)_e17202	10.1371/journal.pone.0017202	1	
Biochemistry	PLoS_One_2011_Aug_17_6(8)_e23575	10.1371/journal.pone.0023575	5	
Biochemistry	PLoS_One_2011_May_23_6(5)_e19720	10.1371/journal.pone.0019720	3	
Biochemistry	PLoS_ONE_2008_Dec_24_3(12)_e4015	10.1371/journal.pone.0004015	1	
Biochemistry	PLoS_ONE_2007_Aug_29_2(8)_e797	10.1371/journal.pone.0000797	10	
Biochemistry	PLoS_One_2011_May_24_6(5)_e20258	10.1371/journal.pone.0020258	11	
Biochemistry	PLoS_ONE_2008_Oct_17_3(10)_e3229	10.1371/journal.pone.0003229	3	
Biochemistry	PLoS_ONE_2007_Jul_25_2(7)_e635	10.1371/journal.pone.0000635	1	
Biochemistry	PLoS_One_2011_Apr_29_6(4)_e19245	10.1371/journal.pone.0019245	3	
Biochemistry	PLoS_One-5-1-2813298	10.1371/journal.pone.0008971	2	
Biochemistry	PLoS_One_2011_Jul_26_6(7)_e21870	10.1371/journal.pone.0021870	4	
Biochemistry	PLoS_One-5-9-2948038	10.1371/journal.pone.0013103	2	
Biochemistry	PLoS_One-5-4-2855367	10.1371/journal.pone.0010196	2	
Biochemistry	PLoS_One_2011_May_16_6(5)_e19850	10.1371/journal.pone.0019850	3	
Biochemistry	PLoS_One_2009_Sep_23_4(9)_e7142	10.1371/journal.pone.0007142	5	
Biochemistry	PLoS_One_2009_Oct_8_4(10)_e7350	10.1371/journal.pone.0007350	4	
Biochemistry	PLoS_ONE_2009_Apr_9_4(4)_e5156	10.1371/journal.pone.0005156	2	
Biochemistry	PLoS_ONE_2008_Jan_16_3(1)_e1433	10.1371/journal.pone.0001433	5	
Biochemistry	PLoS_ONE_2008_Apr_30_3(4)_e2042	10.1371/journal.pone.0002042	9	
Biochemistry	PLoS_One_2011_Feb_8_6(2)_e16683	10.1371/journal.pone.0016683	3	
Biochemistry	PLoS_One_2010_Apr_21_5(4)_e10206	10.1371/journal.pone.0010206	3	
Biochemistry	PLoS_One-5-8-2921342	10.1371/journal.pone.0012152	3	
Biochemistry	PLoS_One_2011_Apr_20_6(4)_e19080	10.1371/journal.pone.0019080	2	
Biochemistry	PLoS_One_2011_Mar_31_6(3)_e18273	10.1371/journal.pone.0018273	4	
Biochemistry	PLoS_One-5-1-2797296	10.1371/journal.pone.0008546	0	
Biochemistry	PLoS_ONE-4-3-2654063	10.1371/journal.pone.0004890	4	
Biochemistry	PLoS_One_2011_Apr_1_6(4)_e17796	10.1371/journal.pone.0017796	8	
Biochemistry	PLoS_One_2011_Mar_3_6(3)_e17225	10.1371/journal.pone.0017225	4	
Biochemistry	PLoS_One_2010_Dec_28_5(12)_e15153	10.1371/journal.pone.0015153	3	
Biochemistry	PLoS_One_2011_Mar_4_6(3)_e17709	10.1371/journal.pone.0017709	10	
Biochemistry	PLoS_One-5-11-2993942	10.1371/journal.pone.0015062	3	
Biochemistry	PLoS_One-5-4-2852417	10.1371/journal.pone.0010109	1	
Biochemistry	PLoS_One_2010_Aug_5_5(8)_e11988	10.1371/journal.pone.0011988	7	
Biochemistry	PLoS_One_2010_Jan_15_5(1)_e8743	10.1371/journal.pone.0008743	3	
Biochemistry	PLoS_One_2011_Jan_21_6(1)_e16231	10.1371/journal.pone.0016231	13	
Biochemistry	PLoS_One_2011_Feb_16_6(2)_e16925	10.1371/journal.pone.0016925	2	
Biochemistry	PLoS_One_2011_Apr_15_6(4)_e18722	10.1371/journal.pone.0018722	1	
Biochemistry	PLoS_One-5-8-2920948	10.1371/journal.pone.0011905	1	
Biochemistry	PLoS_One_2011_Mar_18_6(3)_e17562	10.1371/journal.pone.0017562	4	
Biochemistry	PLoS_One_2011_Mar_14_6(3)_e17519	10.1371/journal.pone.0017519	6	
Biochemistry	PLoS_One-5-12-3013128	10.1371/journal.pone.0015878	3	
Biochemistry	PLoS_One_2011_Jul_14_6(7)_e21850	10.1371/journal.pone.0021850	2	
Biochemistry	PLoS_One_2011_Apr_29_6(4)_e19064	10.1371/journal.pone.0019064	7	
Biochemistry	PLoS_One-5-8-2920321	10.1371/journal.pone.0012048	2	
Biochemistry	PLoS_One-5-11-2972223	10.1371/journal.pone.0013820	3	
Biochemistry	PLoS_One_2010_Feb_5_5(2)_e9078	10.1371/journal.pone.0009078	7	
Biochemistry	PLoS_One_2011_Mar_28_6(3)_e18167	10.1371/journal.pone.0018167	2	
Biochemistry	PLoS_One-5-10-2956690	10.1371/journal.pone.0013487	2	
Biochemistry	PLoS_One_2010_Nov_30_5(11)_e15520	10.1371/journal.pone.0015520	8	
Biochemistry	PLoS_One_2011_Jun_23_6(6)_e21431	10.1371/journal.pone.0021431	6	
Biochemistry	PLoS_One_2009_Sep_3_4(9)_e6896	10.1371/journal.pone.0006896	5	
Biochemistry	PLoS_One_2011_Mar_9_6(3)_e17459	10.1371/journal.pone.0017459	3	
Biochemistry	PLoS_One_2011_Jul_8_6(7)_e21230	10.1371/journal.pone.0021230	2	
Biochemistry	PLoS_One_2011_Mar_28_6(3)_e18046	10.1371/journal.pone.0018046	18	
Biochemistry	PLoS_One_2011_May_6_6(5)_e19264	10.1371/journal.pone.0019264	2	
Biochemistry	PLoS_One_2010_Nov_5_5(11)_e13862	10.1371/journal.pone.0013862	2	
Biochemistry	PLoS_One-4-10-2752169	10.1371/journal.pone.0007240	5	
Biochemistry	PLoS_One_2011_Aug_31_6(8)_e24031	10.1371/journal.pone.0024031	3	
Biochemistry	PLoS_One_2011_Jul_8_6(7)_e22094	10.1371/journal.pone.0022094	3	
Biochemistry	PLoS_ONE_2007_Sep_12_2(9)_e856	10.1371/journal.pone.0000856	3	
Biochemistry	PLoS_ONE_2008_Mar_5_3(3)_e1747	10.1371/journal.pone.0001747	3	
Biochemistry	PLoS_One_2011_Feb_9_6(2)_e16545	10.1371/journal.pone.0016545	3	
Biochemistry	PLoS_One_2011_Jul_25_6(7)_e22345	10.1371/journal.pone.0022345	4	
Biochemistry	PLoS_One_2011_Mar_17_6(3)_e17877	10.1371/journal.pone.0017877	2	
Biochemistry	PLoS_One-4-7-2707616	10.1371/journal.pone.0006306	14	
Biochemistry	PLoS_One_2011_Apr_28_6(4)_e19062	10.1371/journal.pone.0019062	3	
Biochemistry	PLoS_One_2010_Jun_3_5(6)_e10949	10.1371/journal.pone.0010949	1	
Biochemistry	PLoS_ONE_2009_Feb_5_4(2)_e4391	10.1371/journal.pone.0004391	3	
Biochemistry	PLoS_One_2011_Aug_17_6(8)_e23867	10.1371/journal.pone.0023867	7	
Biochemistry	PLoS_ONE_2008_Aug_25_3(8)_e3053	10.1371/journal.pone.0003053	6	
Biochemistry	PLoS_ONE_2009_Mar_23_4(3)_e4963	10.1371/journal.pone.0004963	6	
Biochemistry	PLoS_One-5-8-2924373	10.1371/journal.pone.0012270	0	
Biochemistry	PLoS_ONE_2008_Mar_12_3(3)_e1749	10.1371/journal.pone.0001749	3	
Biochemistry	PLoS_One_2009_Oct_21_4(10)_e7518	10.1371/journal.pone.0007518	3	
Biochemistry	PLoS_One_2011_Mar_3_6(3)_e17708	10.1371/journal.pone.0017708	1	
Biochemistry	PLoS_One_2011_Jul_20_6(7)_e22554	10.1371/journal.pone.0022554	4	
Biochemistry	PLoS_ONE_2009_Apr_8_4(4)_e5128	10.1371/journal.pone.0005128	3	
Biochemistry	PLoS_One_2011_May_19_6(5)_e19897	10.1371/journal.pone.0019897	1	
Biochemistry	PLoS_One_2011_Feb_28_6(2)_e17385	10.1371/journal.pone.0017385	2	
Biochemistry	PLoS_One_2011_Mar_1_6(3)_e17431	10.1371/journal.pone.0017431	3	
Biochemistry	PLoS_ONE_2008_Aug_6_3(8)_e2899	10.1371/journal.pone.0002899	3	
Biochemistry	PLoS_One_2011_Jun_22_6(6)_e20997	10.1371/journal.pone.0020997	18	
Biochemistry	PLoS_One_2011_Apr_20_6(4)_e19101	10.1371/journal.pone.0019101	2	
Biochemistry	PLoS_One_2009_Nov_17_4(11)_e7860	10.1371/journal.pone.0007860	3	
Biochemistry	PLoS_One-5-4-2858647	10.1371/journal.pone.0010264	4	
Biochemistry	PLoS_One_2010_Oct_22_5(10)_e13595	10.1371/journal.pone.0013595	2	
Biochemistry	PLoS_One_2011_May_27_6(5)_e20505	10.1371/journal.pone.0020505	2	
Biochemistry	PLoS_One_2011_Apr_20_6(4)_e19030	10.1371/journal.pone.0019030	10	
Biochemistry	PLoS_One_2011_Jun_29_6(6)_e21462	10.1371/journal.pone.0021462	3	
Biochemistry	PLoS_One_2011_Jun_10_6(6)_e21071	10.1371/journal.pone.0021071	1	
Biochemistry	PLoS_One_2011_Jun_8_6(6)_e20411	10.1371/journal.pone.0020411	2	
Biochemistry	PLoS_One-5-11-2989910	10.1371/journal.pone.0014057	5	
Biochemistry	PLoS_One_2011_Jun_23_6(6)_e21246	10.1371/journal.pone.0021246	3	
Biochemistry	PLoS_One_2011_Jan_31_6(1)_e16598	10.1371/journal.pone.0016598	0	
Biochemistry	PLoS_ONE_2008_Jun_11_3(6)_e2379	10.1371/journal.pone.0002379	2	
Biochemistry	PLoS_One_2011_Mar_24_6(3)_e17575	10.1371/journal.pone.0017575	3	
Biochemistry	PLoS_One_2011_Jul_21_6(7)_e22348	10.1371/journal.pone.0022348	6	
Biochemistry	PLoS_One-5-2-2816707	10.1371/journal.pone.0009072	3	
Biochemistry	PLoS_ONE-3-1-2147050	10.1371/journal.pone.0001375	6	
Biochemistry	PLoS_One_2011_May_16_6(5)_e19969	10.1371/journal.pone.0019969	3	
Biochemistry	PLoS_One_2010_Jun_24_5(6)_e11291	10.1371/journal.pone.0011291	3	
Biochemistry	PLoS_One_2011_Jun_17_6(6)_e20869	10.1371/journal.pone.0020869	2	
Biochemistry	PLoS_One-5-9-2939050	10.1371/journal.pone.0012723	5	
Biochemistry	PLoS_One-4-9-2747018	10.1371/journal.pone.0007202	2	
Biochemistry	PLoS_One_2011_Jun_22_6(6)_e21238	10.1371/journal.pone.0021238	17	
Biochemistry	PLoS_One-5-12-3013114	10.1371/journal.pone.0015772	2	
Biochemistry	PLoS_One_2009_Dec_29_4(12)_e8240	10.1371/journal.pone.0008240	7	
Biochemistry	PLoS_ONE_2009_Mar_27_4(3)_e5004	10.1371/journal.pone.0005004	4	
Biochemistry	PLoS_One_2010_Jan_19_5(1)_e8760	10.1371/journal.pone.0008760	2	
Biochemistry	PLoS_One_2009_Sep_24_4(9)_e7150	10.1371/journal.pone.0007150	2	
Biochemistry	PLoS_One_2011_Jan_20_6(1)_e16166	10.1371/journal.pone.0016166	6	
Biochemistry	PLoS_One_2010_Jan_21_5(1)_e8821	10.1371/journal.pone.0008821	4	
Biochemistry	PLoS_One_2010_Aug_6_5(8)_e12017	10.1371/journal.pone.0012017	4	
Biochemistry	PLoS_One_2011_Aug_17_6(8)_e23668	10.1371/journal.pone.0023668	4	
Biochemistry	PLoS_One_2011_May_19_6(5)_e19998	10.1371/journal.pone.0019998	4	
Biochemistry	PLoS_One_2011_Apr_25_6(4)_e18868	10.1371/journal.pone.0018868	1	
Biochemistry	PLoS_One_2011_Aug_24_6(8)_e23765	10.1371/journal.pone.0023765	2	
Biochemistry	PLoS_ONE-2-10-2040504	17971873	4	
Biochemistry	PLoS_One_2010_Oct_28_5(10)_e13707	10.1371/journal.pone.0013707	4	
Biochemistry	PLoS_One_2011_Jun_22_6(6)_e21318	10.1371/journal.pone.0021318	2	
Biochemistry	PLoS_One-5-4-2859942	10.1371/journal.pone.0010311	0	
Biochemistry	PLoS_ONE_2008_Mar_19_3(3)_e1852	10.1371/journal.pone.0001852	2	
Biochemistry	PLoS_One_2010_Sep_23_5(9)_e12910	10.1371/journal.pone.0012910	17	
Biochemistry	PLoS_One_2009_Jul_10_4(7)_e6217	10.1371/journal.pone.0006217	2	
Biochemistry	PLoS_One_2011_Jul_21_6(7)_e21779	10.1371/journal.pone.0021779	4	
Biochemistry	PLoS_One_2011_Mar_7_6(3)_e17462	10.1371/journal.pone.0017462	7	
Biochemistry	PLoS_One-4-6-2698982	10.1371/journal.pone.0006081	2	
Biochemistry	PLoS_One_2011_May_4_6(5)_e19603	10.1371/journal.pone.0019603	3	
Biochemistry	PLoS_One-5-2-2823781	10.1371/journal.pone.0009280	6	
Biochemistry	PLoS_One_2009_Aug_3_4(8)_e6477	10.1371/journal.pone.0006477	4	
Biochemistry	PLoS_One_2011_Apr_29_6(4)_e19196	10.1371/journal.pone.0019196	3	
Biochemistry	PLoS_One_2011_Apr_27_6(4)_e19063	10.1371/journal.pone.0019063	9	
Biochemistry	PLoS_One_2010_Feb_11_5(2)_e9168	10.1371/journal.pone.0009168	5	
Biochemistry	PLoS_One_2011_Jun_29_6(6)_e20927	10.1371/journal.pone.0020927	5	
Biochemistry	PLoS_One_2011_Jan_14_6(1)_e15975	10.1371/journal.pone.0015975	3	
Biochemistry	PLoS_ONE-4-6-2696091	10.1371/journal.pone.0006028	2	
Biochemistry	PLoS_One_2009_Aug_19_4(8)_e6691	10.1371/journal.pone.0006691	2	
Biochemistry	PLoS_One-5-10-2948520	10.1371/journal.pone.0013143	3	
Biochemistry	PLoS_One_2010_Jun_30_5(6)_e11387	10.1371/journal.pone.0011387	3	
Biochemistry	PLoS_ONE_2007_Oct_3_2(10)_e998	10.1371/journal.pone.0000998	8	
Biochemistry	PLoS_One-5-8-2924883	10.1371/journal.pone.0012207	6	
Biochemistry	PLoS_One_2009_Oct_13_4(10)_e7254	10.1371/journal.pone.0007254	5	
Biochemistry	PLoS_One_2010_Jan_6_5(1)_e8542	10.1371/journal.pone.0008542	24	
Biochemistry	PLoS_One-5-4-2857886	10.1371/journal.pone.0010260	5	
Biochemistry	PLoS_One_2011_Mar_21_6(3)_e17953	10.1371/journal.pone.0017953	5	
Biochemistry	PLoS_One_2011_Jul_25_6(7)_e21746	10.1371/journal.pone.0021746	4	
Biochemistry	PLoS_One_2010_Aug_13_5(8)_e12163	10.1371/journal.pone.0012163	5	
Biochemistry	PLoS_One_2009_Jul_17_4(7)_e6280	10.1371/journal.pone.0006280	2	
Biochemistry	PLoS_One_2010_Jul_15_5(7)_e11617	10.1371/journal.pone.0011617	6	
Biochemistry	PLoS_One_2011_Aug_11_6(8)_e22755	10.1371/journal.pone.0022755	2	
Biochemistry	PLoS_ONE_2008_Jul_23_3(7)_e2718	10.1371/journal.pone.0002718	3	
Biochemistry	PLoS_One-5-1-2812513	10.1371/journal.pone.0008948	2	
Biochemistry	PLoS_ONE-4-1-2621336	10.1371/journal.pone.0004251	1	
Biochemistry	PLoS_ONE-3-6-2424174	10.1371/journal.pone.0002518	2	
Biochemistry	PLoS_One_2009_Dec_9_4(12)_e8226	10.1371/journal.pone.0008226	2	
Biochemistry	PLoS_One-4-10-2765170	10.1371/journal.pone.0007645	9	
Biochemistry	PLoS_One_2011_Jun_22_6(6)_e21306	10.1371/journal.pone.0021306	1	
Biochemistry	PLoS_One_2010_Dec_28_5(12)_e15587	10.1371/journal.pone.0015587	5	
Biochemistry	PLoS_One_2010_Dec_30_5(12)_e14469	10.1371/journal.pone.0014469	2	
Biochemistry	PLoS_One_2011_Mar_23_6(3)_e17223	10.1371/journal.pone.0017223	4	
Biochemistry	PLoS_ONE_2009_Jan_1_4(1)_e4081	10.1371/journal.pone.0004081	1	
Biochemistry	PLoS_One_2011_Apr_29_6(4)_e17303	10.1371/journal.pone.0017303	1	
Biochemistry	PLoS_One_2011_Apr_5_6(4)_e18296	10.1371/journal.pone.0018296	5	
Biochemistry	PLoS_One-5-8-2922380	10.1371/journal.pone.0012214	2	
Biochemistry	PLoS_ONE_2008_Nov_18_3(11)_e3748	10.1371/journal.pone.0003748	14	
Biochemistry	PLoS_One_2009_Aug_3_4(8)_e6476	10.1371/journal.pone.0006476	0	
Biochemistry	PLoS_One_2010_Mar_12_5(3)_e9644	10.1371/journal.pone.0009644	5	
Biochemistry	PLoS_One_2009_Nov_10_4(11)_e7694	10.1371/journal.pone.0007694	2	
Biochemistry	PLoS_One_2011_Aug_3_6(8)_e22645	10.1371/journal.pone.0022645	2	
Biochemistry	PLoS_One_2010_Sep_23_5(9)_e12964	10.1371/journal.pone.0012964	1	
Biochemistry	PLoS_ONE-2-10-2034409	10.1371/journal.pone.0001091	4	
Biochemistry	PLoS_ONE_2008_Jan_30_3(1)_e1490	10.1371/journal.pone.0001490	2	
Biochemistry	PLoS_One_2011_May_26_6(5)_e20506	10.1371/journal.pone.0020506	4	
Biochemistry	PLoS_ONE_2008_Aug_13_3(8)_e2930	18698373	2	
Biochemistry	PLoS_One_2011_Apr_26_6(4)_e19317	10.1371/journal.pone.0019317	3	
Biochemistry	PLoS_ONE-3-5-2384008	10.1371/journal.pone.0002316	2	
Biochemistry	PLoS_One_2011_Aug_15_6(8)_e23551	10.1371/journal.pone.0023551	17	
Biochemistry	PLoS_One_2011_Feb_7_6(2)_e14661	10.1371/journal.pone.0014661	4	
Biochemistry	PLoS_ONE_2009_Mar_30_4(3)_e5053	10.1371/journal.pone.0005053	1	
Biochemistry	PLoS_One-6-1-3018422	10.1371/journal.pone.0015814	2	
Biochemistry	PLoS_One_2011_Jun_22_6(6)_e20405	10.1371/journal.pone.0020405	1	
Biochemistry	PLoS_One-4-11-2767507	10.1371/journal.pone.0007635	4	
Biochemistry	PLoS_One_2011_Jan_31_6(1)_e15809	10.1371/journal.pone.0015809	3	
Biochemistry	PLoS_ONE_2008_Nov_4_3(11)_e3624	10.1371/journal.pone.0003624	6	
Biochemistry	PLoS_One_2011_Feb_17_6(2)_e17277	10.1371/journal.pone.0017277	2	
Biochemistry	PLoS_One_2009_Oct_13_4(10)_e7442	10.1371/journal.pone.0007442	5	
Biochemistry	PLoS_One-4-9-2749938	10.1371/journal.pone.0007229	4	
Biochemistry	PLoS_One-5-2-2815779	10.1371/journal.pone.0009006	13	
Biochemistry	PLoS_One_2009_Dec_8_4(12)_e8198	10.1371/journal.pone.0008198	2	
Biochemistry	PLoS_One_2011_May_12_6(5)_e19739	10.1371/journal.pone.0019739	2	
Biochemistry	PLoS_One-5-12-3000808	10.1371/journal.pone.0014153	2	
Biochemistry	PLoS_One_2011_Jan_24_6(1)_e15785	10.1371/journal.pone.0015785	5	
Biochemistry	PLoS_One_2011_Feb_22_6(2)_e17059	10.1371/journal.pone.0017059	5	
Biochemistry	PLoS_One-6-1-3017552	10.1371/journal.pone.0015895	2	
Biochemistry	PLoS_One_2011_Apr_22_6(4)_e19202	10.1371/journal.pone.0019202	1	
Biochemistry	PLoS_One_2011_Feb_4_6(2)_e16628	10.1371/journal.pone.0016628	10	
Biochemistry	PLoS_One_2009_Dec_30_4(12)_e8492	10.1371/journal.pone.0008492	6	
Biochemistry	PLoS_One_2011_Jun_24_6(6)_e21532	10.1371/journal.pone.0021532	16	
Biochemistry	PLoS_One_2011_Jun_23_6(6)_e21412	10.1371/journal.pone.0021412	18	
Biochemistry	PLoS_ONE-3-9-2533697	10.1371/journal.pone.0003277	2	
Biochemistry	PLoS_One-5-3-2837349	10.1371/journal.pone.0009687	10	
Biochemistry	PLoS_One-5-4-2861001	10.1371/journal.pone.0010379	12	
Biochemistry	PLoS_One_2011_Jun_15_6(6)_e19904	10.1371/journal.pone.0019904	5	
Biochemistry	PLoS_One-5-11-2994741	10.1371/journal.pone.0014138	0	
Biochemistry	PLoS_One_2010_Mar_19_5(3)_e9771	10.1371/journal.pone.0009771	3	
Biochemistry	PLoS_One_2010_Dec_21_5(12)_e14388	10.1371/journal.pone.0014388	5	
Biochemistry	PLoS_One_2010_Sep_27_5(9)_e12999	10.1371/journal.pone.0012999	4	
Biochemistry	PLoS_One-5-3-2833207	10.1371/journal.pone.0009541	2	
Biochemistry	PLoS_One_2011_May_16_6(5)_e19952	10.1371/journal.pone.0019952	11	
Biochemistry	PLoS_One-5-9-2939067	10.1371/journal.pone.0012732	1	
Biochemistry	PLoS_ONE-2-11-2065900	10.1371/journal.pone.0001194	15	
Biochemistry	PLoS_One_2010_Dec_31_5(12)_e14484	10.1371/journal.pone.0014484	3	
Biochemistry	PLoS_ONE-3-2-2212712	10.1371/journal.pone.0001550	3	
Biochemistry	PLoS_One_2011_Mar_15_6(3)_e16828	10.1371/journal.pone.0016828	4	
Biochemistry	PLoS_One_2011_Mar_24_6(3)_e17883	10.1371/journal.pone.0017883	5	
Biochemistry	PLoS_One-5-8-2917367	10.1371/journal.pone.0012024	2	
Biochemistry	PLoS_One_2010_Sep_7_5(9)_e12566	10.1371/journal.pone.0012566	4	
Biochemistry	PLoS_One_2010_Sep_23_5(9)_e12953	10.1371/journal.pone.0012953	2	
Biochemistry	PLoS_One_2010_Dec_10_5(12)_e15234	10.1371/journal.pone.0015234	2	
Biochemistry	PLoS_One-5-9-2943896	10.1371/journal.pone.0012819	3	
Biochemistry	PLoS_One_2010_Oct_29_5(10)_e15385	10.1371/journal.pone.0015385	2	
Biochemistry	PLoS_One_2011_Apr_22_6(4)_e18809	10.1371/journal.pone.0018809	4	
Biochemistry	PLoS_One_2011_Apr_20_6(4)_e18555	10.1371/journal.pone.0018555	12	
Biochemistry	PLoS_One_2011_Feb_10_6(2)_e16745	10.1371/journal.pone.0016745	21	
Biochemistry	PLoS_One-5-3-2843739	10.1371/journal.pone.0009792	4	
Biochemistry	PLoS_One_2011_Apr_29_6(4)_e19260	10.1371/journal.pone.0019260	8	
Biochemistry	PLoS_One-5-1-2797603	10.1371/journal.pone.0008589	2	
Biochemistry	PLoS_One_2010_Nov_30_5(11)_e15035	10.1371/journal.pone.0015035	0	
Biochemistry	PLoS_ONE_2009_May_27_4(5)_e5700	10.1371/journal.pone.0005700	1	
Biochemistry	PLoS_One-4-9-2740866	10.1371/journal.pone.0007077	4	
Biochemistry	PLoS_One_2010_Oct_7_5(10)_e13202	10.1371/journal.pone.0013202	3	
Biochemistry	PLoS_One-5-12-3011004	10.1371/journal.pone.0015906	10	
Biochemistry	PLoS_One_2011_May_12_6(5)_e19527	10.1371/journal.pone.0019527	2	
Biochemistry	PLoS_One-5-12-3012118	10.1371/journal.pone.0015825	4	
Biochemistry	PLoS_ONE-3-10-2571993	10.1371/journal.pone.0003593	2	
Biochemistry	PLoS_ONE_2009_Apr_23_4(4)_e5301	10.1371/journal.pone.0005301	5	
Biochemistry	PLoS_One_2011_Jul_1_6(7)_e20853	10.1371/journal.pone.0020853	5	
Biochemistry	PLoS_One-5-10-2963609	10.1371/journal.pone.0013612	5	
Biochemistry	PLoS_One_2011_Jul_1_6(7)_e21666	10.1371/journal.pone.0021666	2	
Biochemistry	PLoS_One-5-3-2838791	10.1371/journal.pone.0009713	3	
Biochemistry	PLoS_One-5-9-2938348	10.1371/journal.pone.0012696	5	
Biochemistry	PLoS_ONE_2009_Feb_12_4(2)_e4478	10.1371/journal.pone.0004478	2	
Biochemistry	PLoS_One-6-1-3017553	10.1371/journal.pone.0016148	1	
Biochemistry	PLoS_One_2010_Aug_27_5(8)_e12452	10.1371/journal.pone.0012452	1	
Biochemistry	PLoS_One_2009_Oct_21_4(10)_e7521	10.1371/journal.pone.0007521	6	
Biochemistry	PLoS_ONE_2006_Dec_27_1(1)_e120	17205124	2	
Biochemistry	PLoS_One_2011_Jan_28_6(1)_e16406	10.1371/journal.pone.0016406	6	
Biochemistry	PLoS_One_2011_Jul_5_6(7)_e21770	10.1371/journal.pone.0021770	1	
Biochemistry	PLoS_One-5-3-2834758	10.1371/journal.pone.0009616	1	
Biochemistry	PLoS_One_2011_Apr_22_6(4)_e19204	10.1371/journal.pone.0019204	3	
Biochemistry	PLoS_One_2010_Oct_18_5(10)_e13449	10.1371/journal.pone.0013449	6	
Biochemistry	PLoS_One_2011_Feb_22_6(2)_e16987	10.1371/journal.pone.0016987	4	
Biochemistry	PLoS_One_2011_Feb_23_6(2)_e16573	10.1371/journal.pone.0016573	1	
Biochemistry	PLoS_ONE-2-7-1905942	10.1371/journal.pone.0000627	0	
Biochemistry	PLoS_ONE_2009_Apr_8_4(4)_e5136	10.1371/journal.pone.0005136	3	
Biochemistry	PLoS_One_2011_Aug_24_6(8)_e23697	10.1371/journal.pone.0023697	5	
Biochemistry	PLoS_One_2011_Apr_22_6(4)_e17626	10.1371/journal.pone.0017626	0	
Biochemistry	PLoS_One_2010_Sep_27_5(9)_e13052	10.1371/journal.pone.0013052	3	
Biochemistry	PLoS_ONE-4-4-2668171	10.1371/journal.pone.0005210	11	
Biochemistry	PLoS_ONE_2007_May_23_2(5)_e468	10.1371/journal.pone.0000468	1	
Biochemistry	PLoS_ONE-3-7-2442656	10.1371/journal.pone.0002706	1	
Biochemistry	PLoS_One_2011_Jun_7_6(6)_e20976	10.1371/journal.pone.0020976	4	
Biochemistry	PLoS_One-4-11-2775411	10.1371/journal.pone.0007929	3	
Biochemistry	PLoS_One_2011_Feb_28_6(2)_e17420	10.1371/journal.pone.0017420	5	
